ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
19224	Ptgs1	281.504351722715	7.74436619346739	0.702090738769216	11.0304349079486	2.72543853172395e-28	4.45868765511317e-26	4.8289319905085e-24
105727	Slc38a1	5802.30784557208	-3.67333522808828	0.335090019909002	-10.9622340560481	5.80484145954417e-28	9.3847213337713e-26	1.02844376138744e-23
20363	Selenop	10042.459045142	3.8143853471764	0.348432534551705	10.9472709030573	6.84798177047477e-28	1.09424378476586e-25	1.21318845045731e-23
64929	Scel	203.434531870091	5.48450666839494	0.501629543153222	10.9333805060993	7.98183803323679e-28	1.26076342819241e-25	1.4139826075879e-23
27205	Podxl	555.715687291018	6.13192874974217	0.562087382142091	10.9092090385905	1.04158640566427e-27	1.626531862118e-25	1.84506615899368e-23
14183	Fgfr2	977.792841497722	-3.25338170350176	0.298314203475927	-10.9058893796999	1.08031613430781e-27	1.66805666490538e-25	1.91356396869942e-23
100038347	Fam174b	1303.04739842148	-5.2377299291641	0.481165321582077	-10.8855100195966	1.35140020992429e-27	2.06343796497551e-25	2.3936000518179e-23
76279	Cyp2d26	1451.80943403318	-6.06519535924912	0.55842613108623	-10.861231274137	1.7635514455756e-27	2.66315647968131e-25	3.12342596525894e-23
320790	Chd7	1747.30642692641	-2.50735141552667	0.231200344916275	-10.8449293898531	2.1079857477422e-27	3.1486891462471e-25	3.73324275925144e-23
54611	Pde3a	1107.37185948586	-5.21431024584063	0.480923983613341	-10.8422753356233	2.17005635995361e-27	3.20654994607338e-25	3.84295280784184e-23
50875	Tmod3	2783.55676338826	1.56501540023574	0.145563667489417	10.7514150146671	5.83593737792632e-27	8.53164377100675e-25	1.03342779088319e-22
12652	Chga	814.197534765126	-5.77024948219145	0.537341139850512	-10.7385216843749	6.71103594951803e-27	9.70769010718703e-25	1.18832313558116e-22
219033	Ang4	590.181187848961	-7.66667577456604	0.720502877267118	-10.6407288804257	1.92616614244592e-26	2.75722657598874e-24	3.41046977181475e-22
12411	Cbs	125.338387777594	-6.12339965148382	0.582168855373555	-10.5182535873628	7.11806887975348e-26	1.00841755201621e-23	1.26025409516035e-21
380714	Rph3al	230.017591338475	-3.3564050323106	0.319136592675072	-10.5171425319061	7.20248436778546e-26	1.00996469573579e-23	1.27512783247274e-21
170643	Kirrel	121.870565399667	5.91740472057647	0.564352252196602	10.4853036335807	1.00920972545954e-25	1.4008646512389e-23	1.78660397698103e-21
17288	Mep1b	1405.04571498826	-4.83638323348858	0.463195486937333	-10.4413436008778	1.60522432052145e-25	2.20589926126058e-23	2.84156809218707e-21
13040	Ctss	2407.56942975088	-4.28172620426495	0.412679698190949	-10.3754224475656	3.20790393034356e-25	4.36465503077042e-23	5.67831074710114e-21
12870	Cp	2286.8107618473	9.66329618042109	0.931709165892516	10.3715800318056	3.33956603700721e-25	4.49924671377971e-23	5.91103188550276e-21
