ENTREZID	SYMBOL	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	newPadj
17153	Mal	3871.55178903535	6.77376147430704	0.482246643212701	14.0462594600568	8.12116385744499e-45	1.71693898044629e-42	1.44045083339502e-40
234671	Ces2c	1999.96195919164	-7.08454703208959	0.504892805909928	-14.0317844682332	9.96131460989989e-45	2.07406644498855e-42	1.76673875921184e-40
77669	Arhgef38	918.256265235474	-3.58130490184905	0.255519251193595	-14.0157928810447	1.24796672214756e-44	2.5596356262316e-42	2.21326898172869e-40
17075	Epcam	22707.2059294428	-1.9645883141872	0.140647971235355	-13.9681240826413	2.43968365134914e-44	4.93031363777057e-42	4.32653498730256e-40
20148	Dhrs3	721.074139128466	2.79425854044331	0.202684081815667	13.7862752487123	3.08270511885514e-43	6.13949764395758e-41	5.46656098726582e-39
69480	Ttc9	436.337803848474	4.98490138559028	0.362110070412167	13.7662600212037	4.06730485804737e-43	7.98470047989813e-41	7.21214497428959e-39
245282	Apol10a	380.072170858924	-10.0674132567101	0.734345706295121	-13.7093649086636	8.92354869121244e-43	1.72714656499495e-40	1.58223441843888e-38
12652	Chga	814.197534765126	-7.0843871692853	0.518478137821153	-13.6638107810228	1.67009905021189e-42	3.18756960389053e-40	2.96108561602569e-38
78514	Arhgap10	193.468124272041	6.27652055204465	0.460397237946457	13.6328371126644	2.55452749173287e-42	4.80881051936891e-40	4.5289217900932e-38
223706	Cyp2d34	1158.5855713571	-7.22464253039201	0.531004573457938	-13.6056126284274	3.70847827703182e-42	6.88674438959071e-40	6.574390289522e-38
69865	A1cf	456.410564859753	-7.8086453435743	0.575426410130804	-13.5701893519265	6.01664062307195e-42	1.10240900589673e-39	1.06656988325196e-37
407795	Smim31	755.06080679261	-4.20892042358114	0.310242842227472	-13.5665351482795	6.32415921255674e-42	1.14350784077572e-39	1.12102046201781e-37
13078	Cyp1b1	1327.68031116292	6.72946899205124	0.496824373567518	13.5449654849446	8.48537745474793e-42	1.51436437640449e-39	1.50403315385407e-37
232409	Clec2e	588.873264942772	-9.16730081585685	0.678458041638226	-13.5119642678583	1.32926815475198e-41	2.34189781828226e-39	2.3559948774824e-37
320982	Arl4c	344.51722752154	8.27626403859105	0.612817785214178	13.5052608430718	1.45597159030378e-41	2.53265336632336e-39	2.58041844949539e-37
